date;first_name;gender;product_name;category;price;quantity;revenue;customer_country;platform;marketing_channel;nps_score
12/22/2024;Ines;Female;Notion Second Brain;Webinar;40;1;40;China;Gumroad;TikTok;5
5/25/2025;Idaline;Genderfluid;Productivity Booster Pack;Coaching Program;75;4;300;Indonesia;ClickFunnels;Organic Search;5
11/02/2024;Abraham;Male;Financial Tracker;Subscription;142;4;568;Chile;Shopify;Email;5
9/24/2024;Minnaminnie;Female;Habit Tracker for Creators;E-book;20;1;20;Indonesia;Gumroad;TikTok;1
11/22/2024;Jule;Male;Productivity Booster Pack;Coaching Program;78;1;78;Poland;Teachable;YouTube;3
08/01/2024;Gordy;Male;Masterclass: Digital Marketing;Subscription;34;4;136;Colombia;Kajabi;Email;1
06/09/2025;Jo;Bigender;Webinar: Launch Your First Course;E-book;128;4;512;China;Shopify;YouTube;1
04/07/2025;Alanah;Female;Webinar: Launch Your First Course;Course;56;5;280;China;Shopify;Facebook Ads;6
2/28/2025;Flin;Male;Notion Second Brain;Template;62;5;310;Philippines;Shopify;Paid Ads;5
12/06/2024;Ashlin;Non-binary;Financial Tracker;Subscription;41;3;123;Nicaragua;Shopify;Affiliate;2
6/14/2025;Brianne;Female;Content Calendar Pro;Subscription;65;1;65;British Virgin Islands;Kajabi;TikTok;9
8/31/2024;Rourke;Male;Financial Tracker;Course;86;5;430;Poland;Teachable;Organic Search;10
10/09/2024;Clarance;Male;Masterclass: Digital Marketing;Coaching Program;35;4;140;Poland;Shopify;Email;4
1/31/2025;Jacky;Bigender;Habit Tracker for Creators;Subscription;147;3;441;Indonesia;Gumroad;Instagram;9
6/14/2025;Staci;Female;AI Course for Beginners;E-book;134;4;536;Russia;Kajabi;Facebook Ads;7
2/25/2025;Mayer;Male;AI Course for Beginners;Template;67;1;67;Mexico;Kajabi;Facebook Ads;7
5/15/2025;Carlita;Female;Productivity Booster Pack;Template;19;5;95;China;Shopify;Facebook Ads;9
2/16/2025;Mercy;Female;Content Calendar Pro;Webinar;140;4;560;Portugal;Teachable;Organic Search;7
05/03/2025;Mable;Female;Content Calendar Pro;Subscription;53;5;265;Poland;Shopify;Paid Ads;1
12/25/2024;Raquela;Female;Project Management Toolkit;Template;20;5;100;France;Shopify;Affiliate;1
9/16/2024;Trescha;Non-binary;Financial Tracker;Coaching Program;73;4;292;Canada;ClickFunnels;TikTok;0
08/08/2024;Crysta;Female;Content Calendar Pro;E-book;82;3;246;Iran;Kajabi;TikTok;10
2/24/2025;Elliot;Male;Habit Tracker for Creators;Coaching Program;65;3;195;Indonesia;ClickFunnels;TikTok;4
03/07/2025;Cleopatra;Female;Masterclass: Digital Marketing;E-book;132;2;264;Colombia;ClickFunnels;Email;4
10/14/2024;Augie;Male;Productivity Booster Pack;Course;95;2;190;Mexico;Teachable;Email;4
7/17/2024;Britt;Male;AI Course for Beginners;Coaching Program;106;3;318;Indonesia;Teachable;Organic Search;6
09/10/2024;Orren;Male;AI Course for Beginners;E-book;46;5;230;Palestinian Territory;Teachable;Affiliate;0
9/29/2024;Calida;Female;Notion Second Brain;Subscription;148;1;148;Ukraine;Teachable;Paid Ads;2
1/24/2025;Llywellyn;Male;Content Calendar Pro;E-book;101;3;303;Peru;Gumroad;Email;2
01/11/2025;Duncan;Non-binary;Content Calendar Pro;Webinar;72;1;72;China;Kajabi;Email;10
9/28/2024;Morten;Male;Notion Second Brain;E-book;62;3;186;United States;ClickFunnels;Organic Search;9
5/24/2025;Sandi;Genderqueer;Ultimate Planner Hub;Subscription;77;5;385;China;Direct;Paid Ads;8
08/06/2024;Meredith;Male;Webinar: Launch Your First Course;Course;56;2;112;Indonesia;Kajabi;TikTok;0
06/09/2025;Matilda;Female;Ultimate Planner Hub;Course;31;5;155;China;ClickFunnels;TikTok;4
5/22/2025;Dolorita;Female;Productivity Booster Pack;Subscription;32;2;64;Argentina;Gumroad;YouTube;7
2/21/2025;Nani;Female;Productivity Booster Pack;Subscription;31;5;155;Russia;Direct;Organic Search;4
08/01/2024;Alric;Male;Notion Second Brain;E-book;33;4;132;Argentina;ClickFunnels;Organic Search;9
5/25/2025;Carmela;Female;AI Course for Beginners;Template;140;3;420;China;Shopify;Affiliate;6
1/22/2025;Addy;Male;Ultimate Planner Hub;Subscription;113;2;226;Yemen;Direct;Email;10
07/03/2024;Lana;Female;Habit Tracker for Creators;Template;108;2;216;Russia;ClickFunnels;TikTok;7
1/28/2025;Esteban;Male;Habit Tracker for Creators;Template;51;4;204;Croatia;Direct;Organic Search;4
09/02/2024;Huntington;Male;Ultimate Planner Hub;Webinar;73;2;146;Ukraine;Gumroad;Facebook Ads;8
11/08/2024;Toiboid;Genderqueer;Masterclass: Digital Marketing;Webinar;109;4;436;Indonesia;Teachable;Organic Search;9
05/12/2025;Lurlene;Female;Content Calendar Pro;Coaching Program;59;5;295;Russia;Gumroad;Paid Ads;9
6/24/2025;Christine;Female;Notion Second Brain;Coaching Program;102;1;102;China;Direct;TikTok;7
01/07/2025;Nollie;Male;AI Course for Beginners;Template;120;5;600;Thailand;Kajabi;Affiliate;3
9/26/2024;Filmer;Male;Habit Tracker for Creators;Course;131;2;262;Colombia;Gumroad;TikTok;3
06/03/2025;Nicholas;Male;Productivity Booster Pack;Template;27;4;108;Portugal;Shopify;Affiliate;8
7/21/2024;Thedrick;Male;Financial Tracker;Subscription;140;3;420;Russia;Shopify;Organic Search;9
4/23/2025;Kenton;Male;Project Management Toolkit;Course;137;3;411;Indonesia;Kajabi;Email;4
06/09/2025;Saraann;Female;Ultimate Planner Hub;Subscription;108;2;216;Japan;Gumroad;Affiliate;8
08/08/2024;Gardner;Male;Productivity Booster Pack;E-book;138;2;276;Indonesia;Teachable;Facebook Ads;0
07/05/2024;Margarita;Female;Masterclass: Digital Marketing;Course;62;5;310;Russia;Teachable;Organic Search;5
12/03/2024;Laurent;Bigender;Ultimate Planner Hub;E-book;114;4;456;Greece;Kajabi;Facebook Ads;9
11/22/2024;Sharleen;Female;Notion Second Brain;Template;93;4;372;China;Teachable;Affiliate;5
10/11/2024;Fae;Female;Content Calendar Pro;Subscription;61;4;244;Spain;Shopify;Email;3
9/20/2024;Bibbie;Female;Notion Second Brain;Coaching Program;133;3;399;Costa Rica;Kajabi;Facebook Ads;7
4/23/2025;Franchot;Male;Webinar: Launch Your First Course;Course;116;4;464;Indonesia;Direct;TikTok;7
7/13/2024;Errol;Male;Notion Second Brain;E-book;75;2;150;France;Direct;YouTube;7
04/01/2025;Jess;Female;Habit Tracker for Creators;Course;138;2;276;Dominican Republic;Kajabi;Affiliate;6
02/09/2025;Tull;Male;Content Calendar Pro;Subscription;110;5;550;Chile;Teachable;TikTok;6
11/01/2024;Lutero;Male;Financial Tracker;Template;107;4;428;Iran;Shopify;YouTube;1
7/17/2024;Leandra;Female;Productivity Booster Pack;Coaching Program;138;2;276;Nigeria;ClickFunnels;Email;7
01/07/2025;Mildred;Female;Notion Second Brain;Webinar;31;3;93;Colombia;Direct;Organic Search;7
02/11/2025;Holly;Male;Notion Second Brain;E-book;64;2;128;France;Gumroad;YouTube;6
07/11/2024;Anestassia;Female;Masterclass: Digital Marketing;Subscription;53;1;53;Lebanon;Shopify;TikTok;10
06/12/2025;Lizette;Female;AI Course for Beginners;Template;113;1;113;Greece;Direct;Paid Ads;9
7/16/2024;Lorettalorna;Genderfluid;Project Management Toolkit;E-book;130;2;260;Russia;Kajabi;Facebook Ads;0
10/27/2024;Pedro;Male;Productivity Booster Pack;Subscription;102;5;510;China;Direct;Affiliate;3
01/07/2025;Shina;Female;Webinar: Launch Your First Course;Course;49;2;98;China;Gumroad;Instagram;7
04/07/2025;Cori;Male;Webinar: Launch Your First Course;Template;116;3;348;Czech Republic;Kajabi;Instagram;7
6/29/2024;Dalton;Male;Project Management Toolkit;Template;42;3;126;Indonesia;Gumroad;Organic Search;9
11/01/2024;Taryn;Female;Webinar: Launch Your First Course;Course;147;3;441;China;Kajabi;Instagram;5
1/23/2025;Hodge;Male;Habit Tracker for Creators;Subscription;110;4;440;France;Kajabi;Facebook Ads;2
09/05/2024;Antonin;Male;AI Course for Beginners;Course;23;4;92;Japan;Shopify;Affiliate;2
04/05/2025;Peter;Male;Ultimate Planner Hub;E-book;85;3;255;Poland;Direct;Paid Ads;6
8/31/2024;Holt;Male;Webinar: Launch Your First Course;Course;147;4;588;Guatemala;Kajabi;Facebook Ads;8
12/13/2024;Barbara-anne;Female;Productivity Booster Pack;E-book;90;5;450;China;Kajabi;TikTok;10
11/25/2024;Munmro;Male;Content Calendar Pro;Subscription;111;5;555;Iraq;Kajabi;Instagram;1
8/29/2024;Sherline;Female;Webinar: Launch Your First Course;E-book;54;4;216;China;Kajabi;Paid Ads;1
01/03/2025;Bearnard;Male;Content Calendar Pro;Coaching Program;92;2;184;Syria;Kajabi;Affiliate;3
4/20/2025;Cordell;Male;Habit Tracker for Creators;Coaching Program;40;4;160;Indonesia;Teachable;Email;1
08/10/2024;Jorrie;Female;Ultimate Planner Hub;Coaching Program;95;4;380;Peru;ClickFunnels;YouTube;2
7/30/2024;Launce;Male;Webinar: Launch Your First Course;Coaching Program;47;1;47;Portugal;Kajabi;TikTok;6
11/26/2024;Kerstin;Female;Webinar: Launch Your First Course;Subscription;119;2;238;Uganda;Direct;Organic Search;0
12/05/2024;Dalston;Male;Habit Tracker for Creators;Course;58;5;290;Indonesia;ClickFunnels;TikTok;2
7/19/2024;Giustina;Female;Financial Tracker;Course;76;1;76;China;Direct;TikTok;2
05/03/2025;Burk;Male;Productivity Booster Pack;E-book;78;1;78;Brazil;Kajabi;Affiliate;2
4/19/2025;Lydon;Genderfluid;Project Management Toolkit;Template;47;5;235;East Timor;Kajabi;YouTube;8
5/26/2025;Otho;Male;Project Management Toolkit;Coaching Program;42;2;84;Argentina;Shopify;Email;2
04/08/2025;Katrine;Polygender;Habit Tracker for Creators;Template;102;2;204;Indonesia;Teachable;Facebook Ads;4
05/11/2025;Natal;Male;Financial Tracker;E-book;124;3;372;Ukraine;Kajabi;Email;5
05/04/2025;Celle;Female;Financial Tracker;Course;122;5;610;Ethiopia;Teachable;TikTok;3
7/25/2024;Lydia;Female;Productivity Booster Pack;Webinar;73;2;146;Uganda;Gumroad;YouTube;9
11/17/2024;Arvin;Polygender;Productivity Booster Pack;E-book;96;2;192;China;Gumroad;Facebook Ads;5
01/04/2025;Joy;Agender;Notion Second Brain;E-book;45;2;90;China;Teachable;TikTok;1
09/06/2024;Giorgia;Female;Project Management Toolkit;Template;70;2;140;Indonesia;Kajabi;Organic Search;8
10/12/2024;Milty;Male;Habit Tracker for Creators;E-book;59;2;118;Russia;Direct;TikTok;1
01/11/2025;Claribel;Female;Project Management Toolkit;Webinar;84;4;336;Czech Republic;Kajabi;Paid Ads;10
3/31/2025;Horten;Male;Habit Tracker for Creators;Template;29;2;58;Japan;Kajabi;Affiliate;3
7/15/2024;Arliene;Female;AI Course for Beginners;Webinar;106;5;530;China;ClickFunnels;Organic Search;5
7/25/2024;Jackquelin;Female;Ultimate Planner Hub;Course;138;3;414;Japan;Direct;Paid Ads;0
4/17/2025;Hilton;Male;Financial Tracker;Webinar;21;4;84;Philippines;Kajabi;Email;5
11/06/2024;Jorey;Genderqueer;Productivity Booster Pack;Subscription;36;2;72;Panama;Teachable;Organic Search;9
1/19/2025;Johnathon;Male;Productivity Booster Pack;E-book;149;1;149;Ukraine;ClickFunnels;Instagram;2
05/10/2025;Maje;Male;Productivity Booster Pack;Subscription;143;2;286;Russia;Gumroad;TikTok;2
9/18/2024;Calla;Female;Notion Second Brain;E-book;80;1;80;Netherlands;ClickFunnels;Email;10
10/15/2024;Mari;Female;Notion Second Brain;Subscription;130;1;130;China;Direct;Instagram;9
6/21/2025;Dionisio;Genderqueer;Ultimate Planner Hub;Coaching Program;100;3;300;Russia;Shopify;Instagram;10
06/01/2025;Jobye;Genderqueer;Masterclass: Digital Marketing;Course;97;2;194;Indonesia;Direct;Organic Search;10
10/20/2024;Karlene;Female;Habit Tracker for Creators;E-book;94;2;188;United States;Teachable;Affiliate;7
3/14/2025;Jammal;Male;Notion Second Brain;E-book;45;4;180;Dominican Republic;Direct;Affiliate;3
10/01/2024;Bradford;Male;Masterclass: Digital Marketing;Webinar;45;3;135;Russia;Shopify;Facebook Ads;3
11/09/2024;Thaddus;Male;Notion Second Brain;Webinar;111;1;111;Costa Rica;Gumroad;Email;7
6/27/2024;Drusilla;Female;Notion Second Brain;Webinar;114;1;114;Russia;Kajabi;Paid Ads;5
05/12/2025;Archibold;Male;Notion Second Brain;E-book;29;1;29;China;ClickFunnels;TikTok;7
09/05/2024;Meredeth;Male;Content Calendar Pro;Template;53;4;212;Philippines;Kajabi;YouTube;10
3/20/2025;Elisha;Female;Project Management Toolkit;Course;53;3;159;China;Teachable;Organic Search;7
5/24/2025;Randene;Female;Content Calendar Pro;Webinar;145;1;145;Poland;ClickFunnels;Paid Ads;1
1/22/2025;Doralynn;Female;Ultimate Planner Hub;Webinar;110;2;220;Democratic Republic of the Congo;ClickFunnels;Email;7
05/05/2025;Eddie;Male;Financial Tracker;Template;133;4;532;Philippines;Teachable;Email;3
05/07/2025;Delila;Agender;Productivity Booster Pack;Coaching Program;91;1;91;Indonesia;Shopify;Organic Search;10
04/05/2025;Nevil;Male;Financial Tracker;Course;48;5;240;Russia;Gumroad;Facebook Ads;7
08/12/2024;Reidar;Male;AI Course for Beginners;Subscription;20;5;100;Indonesia;Direct;YouTube;7
06/12/2025;Ingaberg;Female;Content Calendar Pro;E-book;70;3;210;China;Gumroad;Paid Ads;1
11/11/2024;Dalis;Male;Notion Second Brain;Course;93;4;372;Indonesia;Shopify;Email;9
9/26/2024;Chad;Genderfluid;Habit Tracker for Creators;E-book;90;4;360;Portugal;Direct;YouTube;4
09/01/2024;Ania;Female;Productivity Booster Pack;Subscription;38;1;38;Canada;Kajabi;YouTube;3
5/25/2025;Timmi;Female;Notion Second Brain;Template;107;1;107;Russia;Teachable;Email;9
12/04/2024;Marice;Female;Content Calendar Pro;Webinar;65;3;195;Austria;ClickFunnels;YouTube;3
7/17/2024;Phineas;Male;Webinar: Launch Your First Course;E-book;96;2;192;Indonesia;Teachable;Email;8
07/09/2024;Gareth;Male;Ultimate Planner Hub;E-book;105;5;525;Argentina;Direct;YouTube;9
7/14/2024;Sergent;Male;Content Calendar Pro;Coaching Program;50;1;50;Myanmar;ClickFunnels;Paid Ads;0
11/13/2024;Karlotta;Female;Project Management Toolkit;Course;51;1;51;Portugal;Teachable;YouTube;0
5/23/2025;Reena;Female;Masterclass: Digital Marketing;Coaching Program;99;1;99;China;ClickFunnels;TikTok;2
04/07/2025;Korry;Female;Financial Tracker;Coaching Program;44;3;132;China;Kajabi;Email;3
11/19/2024;Alli;Female;Masterclass: Digital Marketing;Coaching Program;67;4;268;Morocco;Teachable;Instagram;10
8/22/2024;Jorge;Male;Ultimate Planner Hub;Subscription;144;3;432;Indonesia;Direct;YouTube;3
6/23/2025;Shawn;Female;Masterclass: Digital Marketing;Coaching Program;121;3;363;China;Direct;Paid Ads;10
6/17/2025;Anetta;Female;Notion Second Brain;Coaching Program;43;1;43;Mexico;Gumroad;Instagram;1
08/02/2024;Gilberte;Female;Content Calendar Pro;Course;79;1;79;Uganda;Shopify;Organic Search;2
3/25/2025;Wrennie;Female;Ultimate Planner Hub;E-book;140;2;280;Nigeria;ClickFunnels;Affiliate;8
05/08/2025;Carmela;Female;Webinar: Launch Your First Course;Course;148;3;444;Japan;Shopify;Affiliate;8
01/07/2025;Irwinn;Male;Financial Tracker;Course;114;1;114;Japan;Gumroad;Organic Search;4
04/05/2025;Muhammad;Genderfluid;Habit Tracker for Creators;Template;97;2;194;Indonesia;Teachable;Paid Ads;4
4/27/2025;Timmy;Male;Webinar: Launch Your First Course;Course;143;1;143;Peru;Gumroad;Affiliate;3
1/26/2025;Cordie;Female;Project Management Toolkit;E-book;94;5;470;Indonesia;Kajabi;Paid Ads;8
12/22/2024;Sherilyn;Female;Habit Tracker for Creators;Webinar;59;1;59;Russia;Gumroad;Email;7
12/05/2024;Ethan;Male;Notion Second Brain;Coaching Program;103;2;206;France;Shopify;Email;3
3/18/2025;Blondie;Female;Project Management Toolkit;Coaching Program;19;1;19;Netherlands;Gumroad;Affiliate;9
8/25/2024;Hanny;Female;Habit Tracker for Creators;Subscription;81;2;162;France;Direct;Email;1
8/15/2024;Beryl;Female;Notion Second Brain;E-book;64;3;192;Honduras;Shopify;Instagram;1
4/23/2025;Jenny;Female;AI Course for Beginners;Template;56;4;224;Czech Republic;Gumroad;Email;6
4/27/2025;Portie;Male;AI Course for Beginners;Course;110;2;220;Uzbekistan;Kajabi;Organic Search;1
10/19/2024;Candy;Female;Content Calendar Pro;Subscription;97;2;194;Estonia;Gumroad;TikTok;5
11/22/2024;Beverlie;Female;Financial Tracker;Webinar;88;5;440;China;ClickFunnels;Affiliate;0
05/01/2025;Cheri;Female;Masterclass: Digital Marketing;Template;107;3;321;Kiribati;Shopify;Facebook Ads;2
10/22/2024;Antonius;Male;Ultimate Planner Hub;E-book;108;5;540;Indonesia;Gumroad;Organic Search;4
7/22/2024;Micaela;Genderfluid;Financial Tracker;Webinar;49;2;98;Iran;ClickFunnels;Organic Search;6
12/20/2024;Raymund;Male;Content Calendar Pro;Webinar;75;2;150;China;Direct;Organic Search;8
04/04/2025;Ravid;Male;Habit Tracker for Creators;Webinar;21;1;21;China;Teachable;YouTube;6
4/30/2025;Ondrea;Female;Project Management Toolkit;Webinar;43;5;215;Russia;Direct;Facebook Ads;5
8/14/2024;Davis;Male;Productivity Booster Pack;Template;98;1;98;China;Direct;Instagram;10
12/05/2024;Zebulon;Male;Notion Second Brain;Template;113;4;452;France;ClickFunnels;Email;9
5/23/2025;Purcell;Male;Ultimate Planner Hub;Template;24;2;48;Russia;Gumroad;TikTok;1
4/13/2025;Shantee;Female;Webinar: Launch Your First Course;Coaching Program;43;1;43;Costa Rica;Teachable;TikTok;3
10/02/2024;Remus;Male;Notion Second Brain;Course;47;1;47;Japan;Teachable;Paid Ads;10
12/09/2024;Hew;Male;Masterclass: Digital Marketing;Coaching Program;121;2;242;China;Shopify;Organic Search;1
10/14/2024;Rebecka;Female;Productivity Booster Pack;Subscription;41;4;164;Brazil;Gumroad;Paid Ads;8
7/26/2024;Domingo;Genderfluid;Habit Tracker for Creators;Coaching Program;31;5;155;Afghanistan;Teachable;YouTube;4
11/23/2024;Garrott;Male;Webinar: Launch Your First Course;Template;97;1;97;Malaysia;Teachable;Instagram;10
1/15/2025;Pinchas;Male;Financial Tracker;Webinar;27;3;81;Indonesia;Direct;Instagram;2
09/12/2024;Wilhelmina;Female;Ultimate Planner Hub;Coaching Program;127;5;635;Philippines;Direct;Email;3
03/10/2025;Sandra;Female;Project Management Toolkit;Course;133;5;665;Greece;Gumroad;Facebook Ads;8
09/03/2024;Gloriane;Female;Webinar: Launch Your First Course;Template;68;3;204;Philippines;Direct;Email;1
1/26/2025;Daile;Female;AI Course for Beginners;Course;87;3;261;Germany;Gumroad;Facebook Ads;3
6/16/2025;Anthea;Female;Webinar: Launch Your First Course;E-book;86;4;344;Jordan;Direct;Organic Search;0
10/06/2024;Alard;Male;Productivity Booster Pack;Coaching Program;79;1;79;China;Kajabi;Paid Ads;0
08/10/2024;Marika;Female;Webinar: Launch Your First Course;Course;26;2;52;Venezuela;Shopify;Instagram;10
06/07/2025;Codi;Male;Content Calendar Pro;Template;40;4;160;Russia;Direct;YouTube;4
3/28/2025;Hermione;Female;Project Management Toolkit;Template;133;2;266;China;Direct;Organic Search;10
6/30/2024;Nerissa;Female;Financial Tracker;Template;65;3;195;China;ClickFunnels;Instagram;2
9/23/2024;Eilis;Female;Notion Second Brain;Course;98;5;490;China;ClickFunnels;Paid Ads;3
7/14/2024;Dennie;Male;Webinar: Launch Your First Course;E-book;110;3;330;Japan;Kajabi;YouTube;7
03/02/2025;Hyacinth;Female;Content Calendar Pro;Template;41;2;82;Indonesia;ClickFunnels;Email;3
1/26/2025;Zachery;Male;Financial Tracker;Course;41;4;164;China;Kajabi;Instagram;10
07/02/2024;Ilene;Female;AI Course for Beginners;Course;121;1;121;Serbia;Gumroad;Instagram;5
6/17/2025;Clarabelle;Female;Project Management Toolkit;Webinar;126;1;126;China;Direct;TikTok;6
08/04/2024;Sidonnie;Female;Habit Tracker for Creators;Subscription;131;5;655;Japan;Shopify;Paid Ads;4
04/05/2025;Corny;Male;Masterclass: Digital Marketing;Subscription;47;4;188;Brazil;Teachable;Instagram;4
03/03/2025;Jo ann;Female;Webinar: Launch Your First Course;Subscription;31;4;124;Russia;Gumroad;Paid Ads;9
3/23/2025;Ninetta;Female;Habit Tracker for Creators;Template;73;4;292;Czech Republic;Kajabi;Email;1
03/04/2025;Robinetta;Female;Webinar: Launch Your First Course;Webinar;73;2;146;Sweden;Gumroad;Affiliate;10
1/15/2025;Mario;Male;Habit Tracker for Creators;Template;141;1;141;Indonesia;Gumroad;Affiliate;0
7/18/2024;Elvyn;Male;AI Course for Beginners;Webinar;145;2;290;Indonesia;Gumroad;Email;3
2/25/2025;Marice;Female;Financial Tracker;Template;49;3;147;China;Teachable;YouTube;8
11/28/2024;Malynda;Female;Financial Tracker;Course;52;2;104;Indonesia;Gumroad;YouTube;9
1/27/2025;Wainwright;Male;Habit Tracker for Creators;Course;125;2;250;China;Gumroad;TikTok;8
11/21/2024;Hyacinthie;Female;Financial Tracker;Course;47;1;47;Philippines;ClickFunnels;Paid Ads;10
12/30/2024;Lusa;Female;Masterclass: Digital Marketing;Webinar;93;5;465;Russia;Direct;TikTok;10
01/07/2025;Skyler;Male;AI Course for Beginners;Webinar;34;1;34;China;Shopify;Instagram;10
8/28/2024;Fianna;Female;Notion Second Brain;E-book;52;3;156;Norway;ClickFunnels;Affiliate;9
5/25/2025;Elli;Genderqueer;Project Management Toolkit;Webinar;111;3;333;Canada;Gumroad;Facebook Ads;8
7/24/2024;Nikkie;Female;AI Course for Beginners;Subscription;122;1;122;Peru;Shopify;Facebook Ads;7
03/02/2025;Nickolaus;Male;Content Calendar Pro;Course;87;2;174;Mongolia;Direct;YouTube;0
10/14/2024;Chrysa;Female;Project Management Toolkit;E-book;119;4;476;Indonesia;Kajabi;YouTube;3
1/25/2025;Wadsworth;Male;Webinar: Launch Your First Course;E-book;127;1;127;Indonesia;Gumroad;YouTube;10
04/01/2025;Artie;Polygender;Webinar: Launch Your First Course;Webinar;141;5;705;Armenia;Teachable;Paid Ads;0
10/04/2024;Kelila;Female;Project Management Toolkit;Webinar;45;3;135;North Korea;Kajabi;Affiliate;10
7/15/2024;Angelina;Female;Project Management Toolkit;Template;22;4;88;Philippines;Direct;TikTok;10
4/20/2025;Zola;Female;Notion Second Brain;Webinar;25;1;25;China;Shopify;Email;5
1/19/2025;Roderich;Male;Habit Tracker for Creators;Template;109;4;436;Belarus;Shopify;Affiliate;6
7/13/2024;Stavro;Male;Financial Tracker;Webinar;74;1;74;Japan;ClickFunnels;Facebook Ads;1
09/07/2024;Tito;Male;AI Course for Beginners;Course;36;4;144;China;Gumroad;Instagram;3
04/01/2025;Mahala;Polygender;Habit Tracker for Creators;Coaching Program;30;5;150;Moldova;Teachable;Facebook Ads;5
10/13/2024;Robert;Male;Ultimate Planner Hub;Coaching Program;116;2;232;Philippines;ClickFunnels;Affiliate;5
12/02/2024;Donna;Female;Masterclass: Digital Marketing;E-book;77;4;308;Mexico;Shopify;Organic Search;1
4/22/2025;Isabelita;Female;Content Calendar Pro;Subscription;146;3;438;China;Direct;Organic Search;8
4/29/2025;Maddalena;Bigender;Content Calendar Pro;E-book;61;1;61;China;ClickFunnels;Email;10
06/12/2025;Allyce;Female;Webinar: Launch Your First Course;E-book;67;3;201;China;Direct;Paid Ads;3
06/03/2025;Shandee;Female;Habit Tracker for Creators;Subscription;74;3;222;Philippines;Teachable;Email;1
01/07/2025;Meridith;Female;Content Calendar Pro;Coaching Program;50;4;200;Philippines;Shopify;TikTok;0
12/21/2024;Skylar;Male;AI Course for Beginners;Course;103;3;309;China;Gumroad;Organic Search;1
9/23/2024;Glenda;Female;Webinar: Launch Your First Course;Template;102;5;510;Mexico;Direct;Email;5
03/08/2025;Ludovico;Male;AI Course for Beginners;Webinar;48;5;240;Pakistan;Teachable;Facebook Ads;10
1/31/2025;Renard;Male;Content Calendar Pro;Template;148;2;296;Thailand;Gumroad;TikTok;1
12/24/2024;Martie;Male;Content Calendar Pro;Subscription;111;2;222;Indonesia;Kajabi;Organic Search;6
11/25/2024;Cheryl;Female;Project Management Toolkit;E-book;117;3;351;Brazil;ClickFunnels;TikTok;4
1/16/2025;Niccolo;Male;Masterclass: Digital Marketing;Subscription;99;5;495;Egypt;Teachable;Paid Ads;4
1/19/2025;Lindy;Polygender;Project Management Toolkit;Subscription;123;5;615;China;Direct;Facebook Ads;10
11/18/2024;Vivyanne;Female;Notion Second Brain;Template;66;4;264;Egypt;Teachable;Organic Search;6
11/30/2024;Ches;Male;Masterclass: Digital Marketing;E-book;147;5;735;Philippines;ClickFunnels;TikTok;7
10/15/2024;Brianna;Genderqueer;Habit Tracker for Creators;E-book;82;1;82;Russia;ClickFunnels;Facebook Ads;5
5/28/2025;Prudi;Female;Masterclass: Digital Marketing;Subscription;72;1;72;China;Gumroad;TikTok;4
05/08/2025;Hope;Female;Masterclass: Digital Marketing;Webinar;110;4;440;Ecuador;Kajabi;YouTube;0
08/04/2024;Kissie;Female;Notion Second Brain;Template;25;3;75;Norway;Gumroad;Facebook Ads;7
10/27/2024;Jessey;Male;Project Management Toolkit;Webinar;132;4;528;Italy;Teachable;Organic Search;8
04/07/2025;Chariot;Male;Ultimate Planner Hub;Course;147;2;294;United States;Direct;YouTube;9
3/30/2025;Sydney;Female;Webinar: Launch Your First Course;Subscription;45;3;135;Colombia;ClickFunnels;Organic Search;2
1/15/2025;Jule;Male;Financial Tracker;Template;44;5;220;China;Gumroad;Paid Ads;4
11/17/2024;Magdalen;Female;AI Course for Beginners;E-book;105;2;210;Finland;Gumroad;YouTube;0
11/22/2024;Tallie;Male;Content Calendar Pro;Coaching Program;91;2;182;Malaysia;Direct;Affiliate;10
9/25/2024;Dal;Male;Financial Tracker;Subscription;89;1;89;Sweden;Direct;Paid Ads;8
10/27/2024;Silvano;Male;Notion Second Brain;E-book;74;5;370;Venezuela;Kajabi;Paid Ads;10
7/14/2024;Editha;Female;Webinar: Launch Your First Course;Webinar;88;2;176;Brazil;Gumroad;Paid Ads;5
05/06/2025;Bogart;Male;Notion Second Brain;Webinar;54;1;54;Malta;Teachable;YouTube;0
11/23/2024;Tracie;Agender;Habit Tracker for Creators;Course;85;5;425;Brazil;Teachable;Email;1
1/26/2025;Tibold;Male;AI Course for Beginners;Template;72;1;72;China;Teachable;Instagram;0
5/13/2025;Trefor;Male;Project Management Toolkit;Coaching Program;54;5;270;Madagascar;ClickFunnels;YouTube;4
6/21/2025;Sosanna;Female;Webinar: Launch Your First Course;Course;46;5;230;Nigeria;ClickFunnels;TikTok;4
6/19/2025;Cornela;Female;Notion Second Brain;Webinar;52;2;104;Portugal;Gumroad;Facebook Ads;9
6/22/2025;Leif;Male;AI Course for Beginners;E-book;85;3;255;Sweden;Shopify;YouTube;8
10/24/2024;Rustie;Male;Masterclass: Digital Marketing;Webinar;62;3;186;Brazil;Teachable;TikTok;8
2/26/2025;Dael;Non-binary;Habit Tracker for Creators;Webinar;53;3;159;Burkina Faso;Gumroad;Organic Search;10
10/01/2024;Bronson;Male;Financial Tracker;Course;35;5;175;China;Direct;Facebook Ads;4
04/01/2025;Mannie;Male;Habit Tracker for Creators;Course;127;2;254;Portugal;Direct;TikTok;3
